transcript_id	transcript_name	gencodeID	gene_Symbol	logFC	t	P.Value	adj.P.Val
ENSMUST00000150033.7	Fam53a-206	ENSMUSG00000037339.17	Fam53a	0.418430677	5.517994761	0.000000433533	0.0001247321
ENSMUST00000040213.12	Tyw1-201	ENSMUSG00000056310.14	Tyw1	-0.171850339	-5.513938555	0.000000440778	0.0001261981
ENSMUST00000032915.7	Kif22-201	ENSMUSG00000030677.8	Kif22	-0.222335985	-5.510896841	0.000000446290	0.0001271558
ENSMUST00000035201.12	Rbm6-201	ENSMUSG00000032582.14	Rbm6	-0.390921100	-5.507903546	0.000000451780	0.0001280981
ENSMUST00000223097.1	Ccdc88c-204	ENSMUSG00000021182.16	Ccdc88c	0.582373180	5.503535874	0.000000459909	0.0001285403
ENSMUST00000102977.3	H4c9-201	ENSMUSG00000060639.5	H4c9	-0.385235156	-5.504952986	0.000000457256	0.0001285403
ENSMUST00000058914.9	Tuba1c-201	ENSMUSG00000043091.9	Tuba1c	-0.210495938	-5.504326468	0.000000458427	0.0001285403
ENSMUST00000225323.1	Psd-210	ENSMUSG00000037126.16	Psd	0.187926787	5.493385877	0.000000479361	0.0001333419
ENSMUST00000049343.14	Pold1-201	ENSMUSG00000038644.14	Pold1	-0.195792968	-5.489199565	0.000000487617	0.0001349987
ENSMUST00000228187.1	Lrguk-204	ENSMUSG00000056215.13	Lrguk	-0.221543042	-5.487710150	0.000000490588	0.0001351836
ENSMUST00000041565.10	Ift172-201	ENSMUSG00000038564.11	Ift172	-0.191979861	-5.486334061	0.000000493349	0.0001353091
ENSMUST00000017610.9	Timp2-201	ENSMUSG00000017466.9	Timp2	0.162271510	5.475141075	0.000000516380	0.0001409669
ENSMUST00000194533.5	Mindy3-217	ENSMUSG00000026767.12	Mindy3	0.670252020	5.472750980	0.000000521433	0.0001410343
ENSMUST00000034464.7	2310022B05Rik-201	ENSMUSG00000031983.7	2310022B05Rik	0.133709452	5.473591228	0.000000519651	0.0001410343
ENSMUST00000160632.7	Mff-205	ENSMUSG00000026150.14	Mff	0.318441728	5.469058761	0.000000529334	0.0001417592
ENSMUST00000155119.7	Abhd12-206	ENSMUSG00000032046.15	Abhd12	0.409526265	5.469871425	0.000000527585	0.0001417592
ENSMUST00000035069.13	Nradd-201	ENSMUSG00000032491.14	Nradd	-0.240847372	-5.468121507	0.000000531359	0.0001417592
ENSMUST00000044369.12	Atp6v1h-201	ENSMUSG00000033793.12	Atp6v1h	0.195490133	5.458773398	0.000000551971	0.0001465920
ENSMUST00000004494.15	Sin3b-201	ENSMUSG00000031622.16	Sin3b	-0.224026717	-5.451171272	0.000000569311	0.0001505160
ENSMUST00000090973.11	Nes-201	ENSMUSG00000004891.16	Nes	-0.194261954	-5.446522748	0.000000580176	0.0001527008
ENSMUST00000038901.5	Pdzd7-201	ENSMUSG00000074818.13	Pdzd7	-0.333728778	-5.445077128	0.000000583597	0.0001529153
ENSMUST00000113682.8	Myg1-202	ENSMUSG00000001285.12	Myg1	-0.309345701	-5.440086026	0.000000595558	0.0001553560
ENSMUST00000042953.9	Nbas-201	ENSMUSG00000020576.10	Nbas	-0.234442927	-5.438248874	0.000000600022	0.0001558278
ENSMUST00000222847.1	Gm7240-204	ENSMUSG00000113626.1	Gm7240	-0.297382930	-5.433232334	0.000000612377	0.0001583360
ENSMUST00000028897.7	Cpxm1-201	ENSMUSG00000027408.7	Cpxm1	0.173893760	5.431015529	0.000000617917	0.0001590675
ENSMUST00000215835.1	D030034A15Rik-201	ENSMUSG00000111055.1	D030034A15Rik	-0.232092140	-5.421402087	0.000000642513	0.0001646770
ENSMUST00000020831.12	Fam114a2-201	ENSMUSG00000020523.14	Fam114a2	-0.147669701	-5.414289241	0.000000661328	0.0001687624
ENSMUST00000027131.5	Slc39a10-201	ENSMUSG00000025986.6	Slc39a10	-0.244966401	-5.413181956	0.000000664306	0.0001687883
ENSMUST00000174008.7	Smarca4-204	ENSMUSG00000032187.16	Smarca4	-0.154078602	-5.410428044	0.000000671768	0.0001699485
ENSMUST00000048962.3	Kif4-201	ENSMUSG00000034311.3	Kif4	-0.175384098	-5.407495348	0.000000679804	0.0001712436
ENSMUST00000224313.1	Mrpl57-202	ENSMUSG00000021967.4	Mrpl57	0.156698039	5.404217225	0.000000688900	0.0001720578
ENSMUST00000024778.2	Med20-201	ENSMUSG00000092558.3	Med20	-0.221438854	-5.405173804	0.000000686233	0.0001720578
ENSMUST00000049507.5	Pcsk9-201	ENSMUSG00000044254.6	Pcsk9	0.255014345	5.400116757	0.000000700445	0.0001742001
ENSMUST00000122091.7	Zwilch-201	ENSMUSG00000032400.18	Zwilch	-0.214356019	-5.396154640	0.000000711781	0.0001762724
ENSMUST00000106702.3	Gna13-202	ENSMUSG00000020611.14	Gna13	0.504968364	5.394530728	0.000000716479	0.0001766904
ENSMUST00000069106.4	Epm2a-201	ENSMUSG00000055493.4	Epm2a	0.168079743	5.379697389	0.000000760826	0.0001868418
ENSMUST00000162626.7	Psma3-206	ENSMUSG00000060073.9	Psma3	0.226499075	5.377104727	0.000000768850	0.0001880254
ENSMUST00000036470.13	Ccdc32-201	ENSMUSG00000039983.13	Ccdc32	0.090150076	5.372341137	0.000000783808	0.0001887911
ENSMUST00000044773.11	Frmpd1-201	ENSMUSG00000035615.12	Frmpd1	0.178431447	5.374402004	0.000000777302	0.0001887911
ENSMUST00000101004.8	Per1-202	ENSMUSG00000020893.17	Per1	0.451338419	5.372013598	0.000000784847	0.0001887911
ENSMUST00000176556.1	Six3os1-209	ENSMUSG00000093460.9	Six3os1	-0.339761219	-5.373480919	0.000000780203	0.0001887911
ENSMUST00000197585.4	Asphd2-203	ENSMUSG00000029348.11	Asphd2	0.257241996	5.359959157	0.000000824038	0.0001974093
ENSMUST00000107337.7	Tle1-205	ENSMUSG00000008305.18	Tle1	0.247983930	5.356104216	0.000000836972	0.0001996927
ENSMUST00000112862.6	Arpc5l-202	ENSMUSG00000026755.14	Arpc5l	0.103831693	5.349193870	0.000000860658	0.0002028857
ENSMUST00000183707.1	1500004A13Rik-202	ENSMUSG00000098912.7	1500004A13Rik	-0.423347820	-5.350699322	0.000000855442	0.0002028857
ENSMUST00000215887.1	Syne1-207	ENSMUSG00000096054.3	Syne1	0.274335541	5.349174545	0.000000860725	0.0002028857
ENSMUST00000078616.11	Gpsm1-203	ENSMUSG00000026930.15	Gpsm1	0.404166654	5.347626533	0.000000866121	0.0002033409
ENSMUST00000028408.2	Hat1-201	ENSMUSG00000027018.11	Hat1	-0.139961162	-5.344381247	0.000000877541	0.0002037374
ENSMUST00000020400.4	Lrrtm1-201	ENSMUSG00000060780.2	Lrrtm1	0.254254095	5.344188591	0.000000878223	0.0002037374
ENSMUST00000146644.1	Gm14827-201	ENSMUSG00000084904.1	Gm14827	-0.359948816	-5.345734113	0.000000872762	0.0002037374
ENSMUST00000032931.8	Fchsd2-201	ENSMUSG00000030691.15	Fchsd2	-0.215067616	-5.337032279	0.000000903950	0.0002076841
ENSMUST00000033283.9	Rrm1-201	ENSMUSG00000030978.10	Rrm1	-0.135967148	-5.338431898	0.000000898861	0.0002076841
ENSMUST00000176912.7	Gpc5-203	ENSMUSG00000022112.14	Gpc5	0.243893148	5.336511339	0.000000905851	0.0002076841
ENSMUST00000043962.8	Cdc16-201	ENSMUSG00000038416.15	Cdc16	-0.129978436	-5.335507361	0.000000909527	0.0002077154
ENSMUST00000150471.1	Dhrs13os-201	ENSMUSG00000087050.1	Dhrs13os	0.222926496	5.329554511	0.000000931622	0.0002111186
ENSMUST00000117890.7	Spsb3-203	ENSMUSG00000024160.16	Spsb3	0.124318176	5.330004320	0.000000929935	0.0002111186
ENSMUST00000078912.6	Ampd2-201	ENSMUSG00000027889.17	Ampd2	-0.157047752	-5.325657271	0.000000946372	0.0002136363
ENSMUST00000103021.9	Baiap2-203	ENSMUSG00000025372.16	Baiap2	0.374076235	5.322744312	0.000000957546	0.0002153305
ENSMUST00000140360.7	3110053B16Rik-202	ENSMUSG00000085642.8	3110053B16Rik	0.228846832	5.319449907	0.000000970340	0.0002173746
ENSMUST00000051777.14	C2cd3-201	ENSMUSG00000047248.20	C2cd3	-0.263807507	-5.317239501	0.000000979017	0.0002184438
ENSMUST00000214957.1	Zkscan7-204	ENSMUSG00000111063.1	Zkscan7	-0.217367505	-5.316343559	0.000000982556	0.0002184438
ENSMUST00000027103.6	Fastkd2-201	ENSMUSG00000025962.15	Fastkd2	-0.228887278	-5.311720104	0.000001001019	0.0002217087
ENSMUST00000140402.7	Tmem44-204	ENSMUSG00000022537.18	Tmem44	-0.296759246	-5.308837013	0.000001012704	0.0002234535
ENSMUST00000124872.1	Sdf4-205	ENSMUSG00000029076.14	Sdf4	0.477014832	5.307147335	0.000001019614	0.0002241356
ENSMUST00000221715.1	Ppp2r5c-205	ENSMUSG00000017843.14	Ppp2r5c	0.134784143	5.301340277	0.000001043717	0.0002285779
ENSMUST00000016105.8	Adss-201	ENSMUSG00000015961.8	Adss	0.100099577	5.298779482	0.000001054523	0.0002292337
ENSMUST00000123387.8	Mpped1-204	ENSMUSG00000041708.12	Mpped1	0.324120846	5.298955103	0.000001053778	0.0002292337
ENSMUST00000215288.1	Proser3-206	ENSMUSG00000036864.16	Proser3	-0.315101920	-5.295209236	0.000001069771	0.0002308386
ENSMUST00000022104.8	Tert-201	ENSMUSG00000021611.9	Tert	-0.366240387	-5.295220833	0.000001069721	0.0002308386
ENSMUST00000171234.1	Unc13b-214	ENSMUSG00000028456.18	Unc13b	0.312361738	5.294184868	0.000001074186	0.0002309422
ENSMUST00000141755.7	Mettl16-205	ENSMUSG00000010554.14	Mettl16	-0.199729721	-5.283645287	0.000001120661	0.0002395128
ENSMUST00000077595.11	Porcn-201	ENSMUSG00000031169.13	Porcn	0.133534155	5.283300802	0.000001122213	0.0002395128
ENSMUST00000103042.9	Tcea2-201	ENSMUSG00000059540.15	Tcea2	0.255085553	5.278568857	0.000001143743	0.0002423456
ENSMUST00000026173.12	Wdr45b-201	ENSMUSG00000025173.13	Wdr45b	0.123900995	5.278932489	0.000001142075	0.0002423456
ENSMUST00000027677.7	Csrp1-201	ENSMUSG00000026421.14	Csrp1	0.141964006	5.276478331	0.000001153384	0.0002435092
ENSMUST00000107994.2	Zfp976-202	ENSMUSG00000074158.9	Zfp976	-0.193532284	-5.273954573	0.000001165129	0.0002442318
ENSMUST00000038185.9	Exd2-201	ENSMUSG00000032705.9	Exd2	-0.187133419	-5.274695683	0.000001161668	0.0002442318
ENSMUST00000014499.9	Anapc1-201	ENSMUSG00000014355.10	Anapc1	-0.164538073	-5.265348069	0.000001206069	0.0002495462
ENSMUST00000069449.6	Rras2-201	ENSMUSG00000055723.6	Rras2	0.116333561	5.265054851	0.000001207488	0.0002495462
ENSMUST00000034094.10	Gins3-201	ENSMUSG00000031669.10	Gins3	-0.196119890	-5.265393840	0.000001205848	0.0002495462
ENSMUST00000081291.12	Cyhr1-202	ENSMUSG00000053929.17	Cyhr1	-0.103018076	-5.265224544	0.000001206667	0.0002495462
ENSMUST00000048698.13	Taf6-201	ENSMUSG00000036980.13	Taf6	-0.131121801	-5.262935394	0.000001217797	0.0002507935
ENSMUST00000027358.10	Bcs1l-201	ENSMUSG00000026172.12	Bcs1l	-0.317616384	-5.257554020	0.000001244359	0.0002518454
ENSMUST00000133978.1	Rnf181-208	ENSMUSG00000055850.12	Rnf181	0.377558836	5.257829966	0.000001242983	0.0002518454
ENSMUST00000068023.7	Cadm4-201	ENSMUSG00000054793.8	Cadm4	0.115540023	5.258029397	0.000001241990	0.0002518454
ENSMUST00000081649.9	Ifitm2-201	ENSMUSG00000060591.9	Ifitm2	0.274109504	5.259835788	0.000001233028	0.0002518454
ENSMUST00000171237.7	Cox16-209	ENSMUSG00000091803.7	Cox16	0.308410560	5.258418718	0.000001240053	0.0002518454
ENSMUST00000040284.5	BC031181-201	ENSMUSG00000036299.5	BC031181	0.158324924	5.254370999	0.000001260337	0.0002542026
ENSMUST00000109832.2	Ppp2r5c-202	ENSMUSG00000017843.14	Ppp2r5c	-0.190111290	-5.252470887	0.000001269971	0.0002552685
ENSMUST00000162393.7	Gm28042-204	ENSMUSG00000033852.16	Gm28042	-0.269357167	-5.243168340	0.000001318187	0.0002640558
ENSMUST00000110824.8	Atxn7l1-203	ENSMUSG00000020564.17	Atxn7l1	-0.171554026	-5.241799509	0.000001325432	0.0002646039
ENSMUST00000056480.9	Hrh3-201	ENSMUSG00000039059.11	Hrh3	0.254772175	5.240551442	0.000001332071	0.0002650279
ENSMUST00000186970.1	Ica1l-203	ENSMUSG00000026018.12	Ica1l	0.334835959	5.236911113	0.000001351623	0.0002680096
ENSMUST00000094481.1	Fv1-201	ENSMUSG00000070583.1	Fv1	-0.353829386	-5.232897032	0.000001373510	0.0002712135
ENSMUST00000099538.5	Sumo3-202	ENSMUSG00000020265.16	Sumo3	0.106353576	5.231483007	0.000001381302	0.0002712135
ENSMUST00000175984.1	Tsc22d1-211	ENSMUSG00000022010.19	Tsc22d1	-0.433006753	-5.230241831	0.000001388177	0.0002712135
ENSMUST00000129091.8	Ccdc167-203	ENSMUSG00000024018.18	Ccdc167	-0.220662691	-5.229754468	0.000001390886	0.0002712135
ENSMUST00000024967.13	Msh2-201	ENSMUSG00000024151.13	Msh2	-0.168659542	-5.229924925	0.000001389938	0.0002712135
ENSMUST00000087659.10	Hecw2-201	ENSMUSG00000042807.15	Hecw2	0.336383147	5.227446550	0.000001403784	0.0002719218
ENSMUST00000153197.1	Mpnd-205	ENSMUSG00000003199.16	Mpnd	-0.370572803	-5.227872008	0.000001401398	0.0002719218
ENSMUST00000148741.8	Ccdc9-211	ENSMUSG00000041375.18	Ccdc9	0.201793620	5.225110796	0.000001416957	0.0002735707
ENSMUST00000031840.9	Gpnmb-201	ENSMUSG00000029816.10	Gpnmb	0.400437650	5.220831994	0.000001441404	0.0002755950
ENSMUST00000225239.1	Gm46409-202	ENSMUSG00000114851.1	Gm46409	-0.167682555	-5.220564747	0.000001442945	0.0002755950
ENSMUST00000088823.4	Mapk11-201	ENSMUSG00000053137.7	Mapk11	-0.236695927	-5.219996646	0.000001446225	0.0002755950
ENSMUST00000172817.1	Smim40-201	ENSMUSG00000092349.1	Smim40	0.429770359	5.222174046	0.000001433692	0.0002755950
ENSMUST00000100334.10	Nsmf-203	ENSMUSG00000006476.19	Nsmf	0.172501305	5.215288021	0.000001473694	0.0002783981
ENSMUST00000228529.1	Ogdhl-203	ENSMUSG00000021913.8	Ogdhl	-0.195024578	-5.215038506	0.000001475164	0.0002783981
ENSMUST00000113999.7	Itsn1-206	ENSMUSG00000022957.20	Itsn1	-0.627679345	-5.215132014	0.000001474613	0.0002783981
ENSMUST00000111315.8	Adamts4-202	ENSMUSG00000006403.13	Adamts4	-0.218492541	-5.209008947	0.000001511123	0.0002824596
ENSMUST00000020145.11	Sgk1-201	ENSMUSG00000019970.15	Sgk1	0.290093831	5.209179855	0.000001510092	0.0002824596
ENSMUST00000004294.11	Kifc2-201	ENSMUSG00000004187.11	Kifc2	0.256921530	5.209660940	0.000001507193	0.0002824596
ENSMUST00000199856.1	Agap3-205	ENSMUSG00000023353.14	Agap3	0.301922189	5.206447267	0.000001526659	0.0002844577
ENSMUST00000159679.7	Mettl11b-201	ENSMUSG00000040113.14	Mettl11b	-0.274011448	-5.204475076	0.000001538726	0.0002846196
ENSMUST00000204753.2	Tatdn2-205	ENSMUSG00000056952.13	Tatdn2	0.184050430	5.204244251	0.000001540144	0.0002846196
ENSMUST00000133115.7	Cdk4-205	ENSMUSG00000006728.12	Cdk4	-0.337700402	-5.203143746	0.000001546925	0.0002846196
ENSMUST00000023024.7	Tef-201	ENSMUSG00000022389.15	Tef	0.225819921	5.203835130	0.000001542661	0.0002846196
ENSMUST00000087395.10	Kcnip4-201	ENSMUSG00000029088.16	Kcnip4	0.312935518	5.198225688	0.000001577584	0.0002888909
ENSMUST00000212754.1	Zfp612-202	ENSMUSG00000044676.10	Zfp612	-0.182403817	-5.197844779	0.000001579984	0.0002888909
ENSMUST00000203653.2	Wdr19-204	ENSMUSG00000037890.13	Wdr19	-0.258044316	-5.191959362	0.000001617513	0.0002944926
ENSMUST00000063838.10	Fam49b-201	ENSMUSG00000022378.14	Fam49b	0.123052000	5.191472705	0.000001620655	0.0002944926
ENSMUST00000035094.13	Exog-201	ENSMUSG00000042787.15	Exog	-0.251779631	-5.188991660	0.000001636767	0.0002965023
ENSMUST00000052068.10	Rbp1-201	ENSMUSG00000046402.10	Rbp1	-0.240352678	-5.183752162	0.000001671309	0.0003018281
ENSMUST00000042412.4	Hey1-201	ENSMUSG00000040289.8	Hey1	0.133248840	5.180810307	0.000001691015	0.0003044502
ENSMUST00000146423.1	1110008P14Rik-202	ENSMUSG00000039195.4	1110008P14Rik	0.186861985	5.178540204	0.000001706377	0.0003053427
ENSMUST00000025472.6	Pcyox1l-201	ENSMUSG00000024579.7	Pcyox1l	-0.196015015	-5.178599215	0.000001705976	0.0003053427
ENSMUST00000077755.10	Arpc5-201	ENSMUSG00000008475.13	Arpc5	0.090775386	5.176647170	0.000001719292	0.0003064812
ENSMUST00000110648.7	Trp53bp1-202	ENSMUSG00000043909.16	Trp53bp1	-0.202903475	-5.176079552	0.000001723183	0.0003064812
ENSMUST00000029542.11	Ints3-201	ENSMUSG00000027933.11	Ints3	-0.160399877	-5.174931611	0.000001731079	0.0003069553
ENSMUST00000045054.10	Tcaf1-201	ENSMUSG00000036667.14	Tcaf1	-0.157704076	-5.172257306	0.000001749611	0.0003083781
ENSMUST00000207156.1	Cpeb1os1-201	ENSMUSG00000109401.1	Cpeb1os1	0.237022359	5.172619631	0.000001747089	0.0003083781
ENSMUST00000005365.14	Spc25-201	ENSMUSG00000005233.16	Spc25	-0.249699606	-5.171219336	0.000001756856	0.0003083820
ENSMUST00000038211.12	Slfn9-201	ENSMUSG00000069793.12	Slfn9	-0.248163434	-5.170457447	0.000001762192	0.0003083820
ENSMUST00000076454.7	Ubqln1-202	ENSMUSG00000005312.15	Ubqln1	-0.194539998	-5.170001199	0.000001765396	0.0003083820
ENSMUST00000184205.7	Meaf6-208	ENSMUSG00000028863.13	Meaf6	-0.350201627	-5.164895071	0.000001801637	0.0003137789
ENSMUST00000107886.8	Rgp1-202	ENSMUSG00000028468.15	Rgp1	0.120641601	5.158260902	0.000001849814	0.0003156138
ENSMUST00000003527.9	Supt5-201	ENSMUSG00000003435.9	Supt5	-0.110626763	-5.158496870	0.000001848079	0.0003156138
ENSMUST00000058476.13	Otud7a-201	ENSMUSG00000033510.14	Otud7a	0.186645095	5.161500915	0.000001826130	0.0003156138
ENSMUST00000026583.14	Pnpla2-201	ENSMUSG00000025509.15	Pnpla2	0.243712017	5.158669517	0.000001846811	0.0003156138
ENSMUST00000034992.7	Nt5e-201	ENSMUSG00000032420.8	Nt5e	0.199435982	5.160325532	0.000001834687	0.0003156138
ENSMUST00000164199.7	Nabp2-202	ENSMUSG00000025374.13	Nabp2	0.177463321	5.159251404	0.000001842542	0.0003156138
ENSMUST00000164386.7	Gm20498-202	ENSMUSG00000021139.17	Gm20498	0.216058509	5.161391239	0.000001826927	0.0003156138
ENSMUST00000147193.7	Dync2h1-206	ENSMUSG00000047193.16	Dync2h1	-0.293569855	-5.155611076	0.000001869408	0.0003161993
ENSMUST00000146985.1	Gm8098-201	ENSMUSG00000073073.4	Gm8098	0.245988438	5.155650713	0.000001869113	0.0003161993
ENSMUST00000052778.9	Zbtb12-201	ENSMUSG00000049823.9	Zbtb12	-0.130521329	-5.156080212	0.000001865924	0.0003161993
ENSMUST00000135636.5	Sort1-203	ENSMUSG00000068747.14	Sort1	-0.244944642	-5.153936227	0.000001881897	0.0003173970
ENSMUST00000167899.2	Gm17484-201	ENSMUSG00000091514.2	Gm17484	-0.354308944	-5.152202452	0.000001894911	0.0003186763
ENSMUST00000056962.10	Ccdc74a-201	ENSMUSG00000041617.10	Ccdc74a	0.270765890	5.150023682	0.000001911391	0.0003205293
ENSMUST00000164884.8	Ciao2b-203	ENSMUSG00000031879.14	Ciao2b	-0.214263523	-5.148242381	0.000001924968	0.0003218865
ENSMUST00000023745.12	Prpf40b-201	ENSMUSG00000023007.15	Prpf40b	-0.353791877	-5.147439786	0.000001931117	0.0003219973
ENSMUST00000112392.7	Chd4-203	ENSMUSG00000063870.12	Chd4	-0.225331574	-5.145607544	0.000001945225	0.0003234309
ENSMUST00000225069.1	Tmem161b-206	ENSMUSG00000035762.11	Tmem161b	0.267839067	5.143158713	0.000001964239	0.0003247523
ENSMUST00000048374.5	Cip2a-201	ENSMUSG00000033031.13	Cip2a	-0.217332520	-5.143573157	0.000001961008	0.0003247523
ENSMUST00000179748.7	Nudt5-205	ENSMUSG00000025817.12	Nudt5	-0.286046484	-5.134061573	0.000002036479	0.0003348097
ENSMUST00000119827.7	Cdk1-202	ENSMUSG00000019942.13	Cdk1	-0.194756187	-5.134228786	0.000002035128	0.0003348097
ENSMUST00000018653.7	Cenpv-201	ENSMUSG00000018509.8	Cenpv	-0.242176713	-5.129379470	0.000002074667	0.0003401352
ENSMUST00000180995.2	Gm16701-202	ENSMUSG00000102548.1	Gm16701	-0.366426330	-5.127918818	0.000002086723	0.0003411588
ENSMUST00000102926.4	Anp32b-201	ENSMUSG00000028333.10	Anp32b	-0.133944957	-5.125218079	0.000002109195	0.0003438750
ENSMUST00000160781.7	Wtap-205	ENSMUSG00000060475.13	Wtap	-0.120952649	-5.117090537	0.000002178262	0.0003541516
ENSMUST00000074038.6	Acp1-202	ENSMUSG00000044573.16	Acp1	0.142641757	5.110990139	0.000002231551	0.0003618134
ENSMUST00000043675.8	Atp5l-201	ENSMUSG00000038717.8	Atp5l	0.105199919	5.110187778	0.000002238654	0.0003619651
ENSMUST00000172763.7	Dnm2-207	ENSMUSG00000033335.17	Dnm2	-0.702177187	-5.109432932	0.000002245357	0.0003620515
ENSMUST00000133362.7	Ext1-203	ENSMUSG00000061731.9	Ext1	0.162228915	5.106923237	0.000002267784	0.0003646659
ENSMUST00000091233.6	Adamtsl2-201	ENSMUSG00000036040.14	Adamtsl2	-0.269288729	-5.097974580	0.000002349548	0.0003767814
ENSMUST00000210062.1	Deaf1-205	ENSMUSG00000058886.9	Deaf1	0.571939857	5.094380228	0.000002383195	0.0003806422
ENSMUST00000167320.7	Nbeal2-210	ENSMUSG00000056724.15	Nbeal2	-0.260699794	-5.094019922	0.000002386594	0.0003806422
ENSMUST00000202994.3	Nsun7-204	ENSMUSG00000029206.13	Nsun7	-0.216435442	-5.092689982	0.000002399180	0.0003816127
ENSMUST00000151224.2	Fam163b-201	ENSMUSG00000009216.7	Fam163b	0.186733535	5.091812912	0.000002407516	0.0003819036
ENSMUST00000187836.6	Dnpep-209	ENSMUSG00000026209.15	Dnpep	-0.308747722	-5.082145964	0.000002501293	0.0003942036
ENSMUST00000110382.8	Gmnn-202	ENSMUSG00000006715.11	Gmnn	-0.213500246	-5.082060892	0.000002502134	0.0003942036
ENSMUST00000047144.12	5031439G07Rik-201	ENSMUSG00000036046.14	5031439G07Rik	-0.152406557	-5.081750511	0.000002505204	0.0003942036
ENSMUST00000159419.1	Nrxn1-203	ENSMUSG00000024109.18	Nrxn1	0.271509208	5.080651105	0.000002516110	0.0003948610
ENSMUST00000044734.2	Rims4-201	ENSMUSG00000035226.5	Rims4	0.125168007	5.079091617	0.000002531658	0.0003962417
ENSMUST00000211439.1	Trak1-213	ENSMUSG00000032536.12	Trak1	0.192837087	5.076738698	0.000002555296	0.0003988776
ENSMUST00000129820.7	Lsm11-202	ENSMUSG00000044847.13	Lsm11	0.131593279	5.072215030	0.000002601349	0.0004049894
ENSMUST00000117713.7	Cdip1-202	ENSMUSG00000004071.13	Cdip1	0.178589023	5.066551495	0.000002660153	0.0004130486
ENSMUST00000103109.3	Cntnap1-201	ENSMUSG00000017167.6	Cntnap1	-0.338890272	-5.064035598	0.000002686690	0.0004160683
ENSMUST00000026557.9	Bet1l-201	ENSMUSG00000025484.9	Bet1l	0.100163424	5.063342185	0.000002694050	0.0004161101
ENSMUST00000075995.6	Cand2-201	ENSMUSG00000030319.8	Cand2	-0.144705962	-5.061672765	0.000002711849	0.0004177599
ENSMUST00000193254.5	Apeh-206	ENSMUSG00000032590.14	Apeh	-0.207612658	-5.056736146	0.000002765157	0.0004248570
ENSMUST00000110158.7	Cds2-203	ENSMUSG00000058793.14	Cds2	0.331784534	5.052825529	0.000002808113	0.0004269859
ENSMUST00000065482.5	Mllt11-201	ENSMUSG00000053192.9	Mllt11	0.078897276	5.053304929	0.000002802812	0.0004269859
ENSMUST00000054050.4	Gimap9-201	ENSMUSG00000051124.6	Gimap9	-0.291519988	-5.053959015	0.000002795596	0.0004269859
ENSMUST00000034085.7	Brd7-201	ENSMUSG00000031660.13	Brd7	-0.138445266	-5.054418780	0.000002790534	0.0004269859
ENSMUST00000143082.3	Saal1-201	ENSMUSG00000006763.14	Saal1	-0.181364120	-5.049300179	0.000002847395	0.0004318402
ENSMUST00000102733.9	Gcg-201	ENSMUSG00000000394.15	Gcg	-0.371615680	-5.048066713	0.000002861266	0.0004328255
ENSMUST00000040718.5	Ostm1-201	ENSMUSG00000038280.12	Ostm1	0.115347693	5.046195453	0.000002882435	0.0004331401
ENSMUST00000099139.8	Rbms2-202	ENSMUSG00000040043.17	Rbms2	-0.188346211	-5.047216294	0.000002870868	0.0004331401
ENSMUST00000116359.2	Ctc1-202	ENSMUSG00000020898.18	Ctc1	-0.260882648	-5.045278468	0.000002892865	0.0004331401
ENSMUST00000114973.8	Kalrn-212	ENSMUSG00000061751.16	Kalrn	-0.262254043	-5.045395899	0.000002891527	0.0004331401
ENSMUST00000093802.5	Cep162-201	ENSMUSG00000056919.9	Cep162	-0.183952354	-5.043141040	0.000002917319	0.0004356901
ENSMUST00000102871.9	L1cam-202	ENSMUSG00000031391.18	L1cam	-0.232633484	-5.042044440	0.000002929943	0.0004364649
