chr	start	end	width	strand	Length	gencodeID	gene_type	EntrezID	Symbol	meanExprs	MGI_Symbol	logFC	t	P.Value	adj.P.Val
chr4	129,516,104	129,542,713	26,610	-	3,445	ENSMUSG00000028800.15	protein_coding	433759	Hdac1	7.353586674	MGI:MGI:108086	-0.180410328	-5.808547795	0.00000011537555	0.0000166994
chr6	42,668,002	42,710,088	42,087	-	9,638	ENSMUSG00000036667.14	protein_coding	77574	Tcaf1	35.504762211	MGI:MGI:1914665	-0.133961962	-5.805429777	0.00000011690715	0.0000167993
chr1	74,588,289	74,592,124	3,836	+	2,192	ENSMUSG00000026172.12	protein_coding	66821	Bcs1l	6.391122690	MGI:MGI:1914071	-0.314569680	-5.801965681	0.00000011863224	0.0000169254
chr1	172,341,210	172,374,085	32,876	+	5,407	ENSMUSG00000044708.5	protein_coding	16513	Kcnj10	15.517791535	MGI:MGI:1194504	0.146389145	5.798249059	0.00000012051097	0.0000169513
chr13	21,478,907	21,484,764	5,858	+	2,400	ENSMUSG00000054931.7	protein_coding	544922	Zkscan4	4.279882449	MGI:MGI:3649412	0.189526206	5.798765642	0.00000012024810	0.0000169513
chr19	46,312,087	46,327,156	15,070	-	7,636	ENSMUSG00000037126.16	protein_coding	73728	Psd	56.124264955	MGI:MGI:1920978	0.146092700	5.796581651	0.00000012136333	0.0000169518
chr1	178,321,108	178,337,728	16,621	-	11,599	ENSMUSG00000039630.10	protein_coding	51810	Hnrnpu	37.459684341	MGI:MGI:1858195	-0.138887211	-5.781103657	0.00000012956428	0.0000179716
chr16	9,567,898	9,994,923	427,026	-	17,933	ENSMUSG00000059003.12	protein_coding	14811	Grin2a	2.617467094	MGI:MGI:95820	0.332362971	5.778008000	0.00000013126883	0.0000180825
chr3	108,074,062	108,086,651	12,590	-	5,224	ENSMUSG00000027889.17	protein_coding	109674	Ampd2	10.477223821	MGI:MGI:88016	-0.128388925	-5.774067633	0.00000013347046	0.0000182598
chrX	73,853,778	73,896,105	42,328	-	7,347	ENSMUSG00000031391.18	protein_coding	16728	L1cam	39.344482376	MGI:MGI:96721	-0.215251727	-5.772450629	0.00000013438443	0.0000182598
chr4	45,184,875	45,285,936	101,062	+	5,324	ENSMUSG00000035615.12	protein_coding	666060	Frmpd1	1.498564888	MGI:MGI:2446274	0.224241449	5.766621604	0.00000013773058	0.0000185880
chr1	171,250,421	171,260,637	10,217	+	4,810	ENSMUSG00000006403.13	protein_coding	240913	Adamts4	1.919332221	MGI:MGI:1339949	-0.241964887	-5.761387135	0.00000014080527	0.0000188755
chr17	56,303,321	56,323,486	20,166	+	4,259	ENSMUSG00000001228.14	protein_coding	18140	Uhrf1	3.607243642	MGI:MGI:1338889	-0.237595238	-5.756098355	0.00000014398047	0.0000191724
chr5	31,253,277	31,291,107	37,831	-	6,617	ENSMUSG00000038564.11	protein_coding	67661	Ift172	4.629560318	MGI:MGI:2682064	-0.187610618	-5.750837095	0.00000014720909	0.0000192369
chr7	30,539,134	30,552,267	13,134	-	4,717	ENSMUSG00000036864.16	protein_coding	333193	Proser3	1.030507288	MGI:MGI:2681861	-0.354239005	-5.751336855	0.00000014689937	0.0000192369
chr8	54,529,580	54,587,842	58,263	+	2,262	ENSMUSG00000031519.4	protein_coding	76294	Asb5	0.487501071	MGI:MGI:1923544	0.376805971	5.750604182	0.00000014735365	0.0000192369
chr4	117,159,639	117,182,639	23,001	-	4,363	ENSMUSG00000028678.13	protein_coding	73804	Kif2c	1.492230413	MGI:MGI:1921054	-0.237412038	-5.740826026	0.00000015355053	0.0000197872
chr6	72,414,308	72,430,401	16,094	+	3,244	ENSMUSG00000053460.8	protein_coding	56316	Ggcx	2.295064563	MGI:MGI:1927655	-0.227197710	-5.742156298	0.00000015269263	0.0000197872
chr2	127,801,122	127,831,865	30,744	-	4,354	ENSMUSG00000027379.13	protein_coding	12235	Bub1	1.411983234	MGI:MGI:1100510	-0.254323665	-5.738021194	0.00000015537496	0.0000198940
chr3	59,316,735	59,344,394	27,660	-	10,150	ENSMUSG00000036334.12	protein_coding	242050	Igsf10	1.037444499	MGI:MGI:1923481	-0.202907700	-5.731522967	0.00000015968417	0.0000201869
chr17	46,257,851	46,283,010	25,160	-	4,701	ENSMUSG00000012296.16	protein_coding	74094	Tjap1	2.591958364	MGI:MGI:1921344	-0.185507514	-5.732722166	0.00000015888018	0.0000201869
chr12	17,933,164	17,939,628	6,465	+	2,101	ENSMUSG00000113536.1	transcribed_unprocessed_pseudogene	NA	Gm49327	4.902986768	NA	0.191924143	5.724496338	0.00000016447622	0.0000206619
chr1	172,481,788	172,498,877	17,090	+	6,612	ENSMUSG00000037995.15	protein_coding	93842	Igsf9	6.295772990	MGI:MGI:2135283	-0.217150049	-5.714598829	0.00000017146712	0.0000208934
chr2	19,428,046	19,430,443	2,398	+	1,601	ENSMUSG00000109733.1	lincRNA	102637028	Gm33940	0.219160018	MGI:MGI:5593099	0.840436129	5.713039371	0.00000017259496	0.0000208934
chr4	116,708,509	116,751,206	42,698	+	2,519	ENSMUSG00000028689.14	protein_coding	68394	Ccdc163	0.874927344	MGI:MGI:1915644	-0.373608161	-5.714208335	0.00000017174885	0.0000208934
chr6	49,036,546	49,070,929	34,384	+	6,514	ENSMUSG00000029816.10	protein_coding	93695	Gpnmb	0.480919470	MGI:MGI:1934765	0.638742998	5.716447698	0.00000017013937	0.0000208934
chr6	146,602,352	146,642,814	40,463	-	3,438	ENSMUSG00000040234.16	protein_coding	67623	Tm7sf3	12.372130534	MGI:MGI:1914873	0.110295563	5.719029862	0.00000016830192	0.0000208934
chr7	55,962,531	55,980,868	18,338	+	2,354	ENSMUSG00000087178.7	processed_transcript	320845	A230056P14Rik	1.757838817	MGI:MGI:2444856	-0.417102423	-5.714159757	0.00000017178393	0.0000208934
chr6	113,697,050	113,710,949	13,900	+	3,548	ENSMUSG00000056952.13	protein_coding	381801	Tatdn2	17.141188022	MGI:MGI:3576210	0.163225432	5.710695847	0.00000017430361	0.0000209731
chr2	32,236,590	32,255,005	18,416	+	6,442	ENSMUSG00000039254.16	protein_coding	99011	Pomt1	2.657068655	MGI:MGI:2138994	-0.202037574	-5.708851283	0.00000017566016	0.0000210098
chr17	29,687,357	29,717,019	29,663	-	12,030	ENSMUSG00000024018.18	protein_coding	68597	Ccdc167	0.918349130	MGI:MGI:1915847	-0.277587714	-5.702708671	0.00000018025300	0.0000214308
chr9	67,840,396	67,995,638	155,243	+	16,299	ENSMUSG00000035284.10	protein_coding	320528	Vps13c	2.539557491	MGI:MGI:2444207	-0.309026226	-5.697102705	0.00000018454760	0.0000218116
chr2	129,065,942	129,096,283	30,342	+	5,945	ENSMUSG00000027394.13	protein_coding	69737	Ttl	20.597188160	MGI:MGI:1916987	0.122314472	5.692967144	0.00000018778016	0.0000219167
chr5	135,248,938	135,251,230	2,293	-	2,293	ENSMUSG00000049551.2	protein_coding	14371	Fzd9	3.268461500	MGI:MGI:1313278	0.240356917	5.694527852	0.00000018655374	0.0000219167
chr15	89,142,486	89,149,494	7,009	-	2,887	ENSMUSG00000053137.7	protein_coding	19094	Mapk11	12.490948454	MGI:MGI:1338024	-0.213465486	-5.691766723	0.00000018872885	0.0000219167
chr2	163,623,272	163,645,131	21,860	-	3,840	ENSMUSG00000017707.9	protein_coding	26943	Serinc3	151.796033979	MGI:MGI:1349457	0.098880726	5.682552240	0.00000019616984	0.0000224955
chr14	25,711,642	25,769,039	57,398	-	4,557	ENSMUSG00000055538.7	protein_coding	71918	Zcchc24	9.213599048	MGI:MGI:1919168	0.118045523	5.681434904	0.00000019709152	0.0000224955
chr15	53,064,038	53,345,659	281,622	-	8,077	ENSMUSG00000061731.9	protein_coding	14042	Ext1	6.549624802	MGI:MGI:894663	0.159504642	5.683198136	0.00000019563898	0.0000224955
chr7	46,104,523	46,180,017	75,495	-	8,090	ENSMUSG00000040136.10	protein_coding	20927	Abcc8	1.906735714	MGI:MGI:1352629	-0.213279046	-5.670435785	0.00000020639508	0.0000234235
chr11	78,030,012	78,032,665	2,654	-	2,429	ENSMUSG00000087050.1	antisense	100504178	Dhrs13os	0.513279057	MGI:MGI:1924478	0.335564237	5.664959143	0.00000021118728	0.0000238319
chr8	34,090,420	34,108,536	18,117	-	2,853	ENSMUSG00000031516.11	protein_coding	22428	Dctn6	20.503162120	MGI:MGI:1343154	0.116703647	5.653010281	0.00000022202600	0.0000249143
chr9	64,137,144	64,173,104	35,961	-	4,283	ENSMUSG00000032400.18	protein_coding	68014	Zwilch	5.406103079	MGI:MGI:1915264	-0.222350788	-5.647974096	0.00000022675653	0.0000251624
chr13	36,612,816	36,653,073	40,258	+	8,030	ENSMUSG00000114851.1	sense_intronic	108168076	Gm46409	0.218582925	MGI:MGI:5826046	-0.300971451	-5.649288511	0.00000022551241	0.0000251624
chr5	138,273,655	138,280,005	6,351	-	4,274	ENSMUSG00000029510.15	protein_coding	71951	Gpc2	1.746358478	MGI:MGI:1919201	-0.301476157	-5.645610464	0.00000022901076	0.0000252722
chr6	51,460,932	51,469,894	8,963	-	6,584	ENSMUSG00000004980.16	protein_coding	53379	Hnrnpa2b1	86.581697155	MGI:MGI:104819	-0.174283323	-5.618616393	0.00000025637175	0.0000281361
chr7	16,400,910	16,437,695	36,786	+	9,147	ENSMUSG00000059273.9	protein_coding	330474	Zc3h4	10.939875251	MGI:MGI:2682314	-0.132720792	-5.617188984	0.00000025790480	0.0000281497
chr8	124,635,756	124,663,369	27,614	-	3,307	ENSMUSG00000031983.7	protein_coding	69551	2310022B05Rik	33.914855635	MGI:MGI:1916801	0.143993335	5.615760091	0.00000025944847	0.0000281643
chr11	83,473,086	83,506,743	33,658	+	2,919	ENSMUSG00000020680.15	protein_coding	70439	Taf15	23.285790904	MGI:MGI:1917689	-0.161329741	-5.613595985	0.00000026180373	0.0000282663
chr2	120,166,412	120,245,335	78,924	-	6,960	ENSMUSG00000050211.14	protein_coding	329502	Pla2g4e	2.852363716	MGI:MGI:1919144	0.207365145	5.609801810	0.00000026598389	0.0000284959
chr6	86,386,006	86,397,154	11,149	-	4,932	ENSMUSG00000029998.14	protein_coding	66881	Pcyox1	26.568963230	MGI:MGI:1914131	0.122383035	5.608443088	0.00000026749674	0.0000284959
chr7	45,434,844	45,456,619	21,776	+	4,789	ENSMUSG00000003865.16	protein_coding	14936	Gys1	3.244410940	MGI:MGI:101805	-0.237908995	-5.607804790	0.00000026821036	0.0000284959
chr3	87,919,506	87,923,672	4,167	+	2,255	ENSMUSG00000019710.13	protein_coding	67707	Mrpl24	13.128531758	MGI:MGI:1914957	-0.180981258	-5.601183555	0.00000027572425	0.0000291392
chr16	50,719,294	50,732,773	13,480	-	4,679	ENSMUSG00000022639.14	lincRNA	68190	Dubr	2.411934917	MGI:MGI:1915440	-0.305713205	-5.592869692	0.00000028545258	0.0000300086
chr2	181,384,250	181,387,199	2,950	+	2,976	ENSMUSG00000085028.2	transcribed_unitary_pseudogene	329584	Slc2a4rg-ps	1.161922923	MGI:MGI:3651388	-0.489908790	-5.588566266	0.00000029061992	0.0000303918
chr7	102,441,695	102,469,771	28,077	+	11,012	ENSMUSG00000030978.10	protein_coding	20133	Rrm1	5.070266830	MGI:MGI:98180	-0.125114766	-5.574083406	0.00000030869482	0.0000321139
chr2	174,076,308	174,099,771	23,464	+	3,962	ENSMUSG00000027522.15	protein_coding	228960	Stx16	17.353409282	MGI:MGI:1923396	-0.167110794	-5.563951152	0.00000032199247	0.0000331519
chr9	110,624,789	110,654,161	29,373	-	9,554	ENSMUSG00000056724.15	protein_coding	235627	Nbeal2	1.379385071	MGI:MGI:2448554	-0.278805081	-5.564904094	0.00000032071821	0.0000331519
chr5	138,178,617	138,187,451	8,835	-	4,476	ENSMUSG00000036980.13	protein_coding	21343	Taf6	5.744278031	MGI:MGI:109129	-0.121762891	-5.560175096	0.00000032709087	0.0000335042
chr11	30,267,464	30,280,491	13,028	+	1,499	ENSMUSG00000073073.4	processed_transcript	666427	Gm8098	0.750953061	MGI:MGI:3645749	0.402368491	5.556173749	0.00000033258004	0.0000337363
chr15	99,295,087	99,317,018	21,932	+	4,952	ENSMUSG00000023007.15	protein_coding	54614	Prpf40b	12.895713776	MGI:MGI:1925583	-0.163538507	-5.556061913	0.00000033273475	0.0000337363
chr14	32,322,019	32,347,820	25,802	+	4,148	ENSMUSG00000021913.8	protein_coding	239017	Ogdhl	11.805699251	MGI:MGI:3616088	-0.189964307	-5.554193576	0.00000033532988	0.0000338277
chr17	85,600,651	85,618,372	17,722	-	11,884	ENSMUSG00000093460.9	processed_transcript	100043902	Six3os1	0.861123384	MGI:MGI:1925118	-0.383685760	-5.551099749	0.00000033967104	0.0000340934
chr17	23,575,844	23,599,487	23,644	-	2,652	ENSMUSG00000062012.14	protein_coding	22654	Zfp13	10.401840130	MGI:MGI:99159	0.151075956	5.548358328	0.00000034356383	0.0000343117
chr3	87,971,078	87,980,451	9,374	+	6,416	ENSMUSG00000004891.16	protein_coding	18008	Nes	9.009011186	MGI:MGI:101784	-0.189232604	-5.538768275	0.00000035752964	0.0000355065
chr13	6,548,149	6,580,042	31,894	+	4,787	ENSMUSG00000021193.10	protein_coding	69617	Pitrm1	8.467730075	MGI:MGI:1916867	-0.096567874	-5.537724636	0.00000035908272	0.0000355065
chr7	81,455,895	81,458,006	2,112	+	2,112	ENSMUSG00000109401.1	TEC	75738	Cpeb1os1	0.783047648	MGI:MGI:1922988	0.385668524	5.535335693	0.00000036266280	0.0000356839
chr3	90,391,388	90,433,303	41,916	-	5,677	ENSMUSG00000027933.11	protein_coding	229543	Ints3	11.886738632	MGI:MGI:2140050	-0.157741817	-5.527129948	0.00000037522912	0.0000367393
chrX	151,800,807	151,935,417	134,611	+	23,507	ENSMUSG00000025261.18	protein_coding	59026	Huwe1	15.266539070	MGI:MGI:1926884	-0.193888052	-5.525828094	0.00000037726173	0.0000367582
chr3	27,097,222	27,153,861	56,640	-	5,386	ENSMUSG00000027699.19	protein_coding	13605	Ect2	2.184174931	MGI:MGI:95281	-0.252501022	-5.523579845	0.00000038079744	0.0000369226
chrX	100,625,737	100,727,214	101,478	+	5,514	ENSMUSG00000034311.3	protein_coding	16571	Kif4	2.486207899	MGI:MGI:108389	-0.188775709	-5.520845564	0.00000038514142	0.0000371634
chr1	36,419,871	36,445,271	25,401	-	7,359	ENSMUSG00000001143.13	protein_coding	214895	Lman2l	4.603731798	MGI:MGI:2443010	-0.165276289	-5.511111644	0.00000040100455	0.0000383238
chr12	112,976,482	112,977,992	1,511	+	2,324	ENSMUSG00000002803.14	protein_coding	399566	Btbd6	18.378090456	MGI:MGI:3026623	0.129488656	5.511447283	0.00000040044704	0.0000383238
chr1	169,497,934	169,531,464	33,531	-	6,341	ENSMUSG00000026683.14	protein_coding	66977	Nuf2	1.234267763	MGI:MGI:1914227	-0.226951205	-5.509077433	0.00000040439985	0.0000383739
chr5	122,550,204	122,614,518	64,315	-	5,840	ENSMUSG00000029469.14	protein_coding	12589	Ift81	5.785454938	MGI:MGI:1098597	-0.179547125	-5.508498598	0.00000040537113	0.0000383739
chr6	84,008,590	84,211,060	202,471	+	8,328	ENSMUSG00000033788.15	protein_coding	26903	Dysf	0.374708847	MGI:MGI:1349385	-0.313074201	-5.505324093	0.00000041073881	0.0000385214
chr9	21,616,169	21,704,217	88,049	+	6,475	ENSMUSG00000032187.16	protein_coding	20586	Smarca4	40.346335799	MGI:MGI:88192	-0.129380758	-5.505295571	0.00000041078735	0.0000385214
chr11	119,942,763	120,006,782	64,020	+	4,992	ENSMUSG00000025372.16	protein_coding	108100	Baiap2	17.878659642	MGI:MGI:2137336	0.167986514	5.488266956	0.00000044079777	0.0000411425
chr7	143,795,584	143,822,841	27,258	-	3,306	ENSMUSG00000031090.14	protein_coding	78914	Nadsyn1	0.831317272	MGI:MGI:1926164	-0.308523416	-5.483330414	0.00000044989327	0.0000417961
chr9	58,063,788	58,153,955	90,168	+	5,829	ENSMUSG00000032327.14	protein_coding	20897	Stra6	0.911472948	MGI:MGI:107742	-0.305169972	-5.481748052	0.00000045284756	0.0000418758
chr8	71,624,417	71,671,757	47,341	-	12,623	ENSMUSG00000034799.16	protein_coding	382018	Unc13a	16.159591759	MGI:MGI:3051532	-0.166841309	-5.478977849	0.00000045806551	0.0000421631
chr9	57,441,327	57,468,058	26,732	-	3,707	ENSMUSG00000040722.7	protein_coding	56807	Scamp5	83.616024400	MGI:MGI:1928948	0.106129675	5.477100628	0.00000046163496	0.0000422968
chr1	46,807,544	46,892,852	85,309	-	6,095	ENSMUSG00000025986.6	protein_coding	227059	Slc39a10	23.828928996	MGI:MGI:1914515	-0.223801790	-5.471518205	0.00000047241183	0.0000423886
chr2	130,390,775	130,397,574	6,800	-	2,432	ENSMUSG00000027408.7	protein_coding	56264	Cpxm1	6.442072498	MGI:MGI:1934569	0.179498167	5.474115658	0.00000046736706	0.0000423886
chr11	69,299,487	69,323,775	24,289	-	6,660	ENSMUSG00000032782.19	protein_coding	216846	Cntrob	3.267257237	MGI:MGI:2443290	-0.142808743	-5.471998270	0.00000047147543	0.0000423886
chr12	30,893,326	30,911,571	18,246	-	3,634	ENSMUSG00000044573.16	protein_coding	11431	Acp1	14.864197343	MGI:MGI:87881	0.130149148	5.471090231	0.00000047324815	0.0000423886
chr15	64,697,084	64,922,296	225,213	-	8,152	ENSMUSG00000022376.8	protein_coding	11514	Adcy8	1.369197912	MGI:MGI:1341110	0.240927978	5.473199137	0.00000046914105	0.0000423886
chr2	76,369,984	76,383,768	13,785	+	1,898	ENSMUSG00000042369.8	protein_coding	241490	Rbm45	13.278883390	MGI:MGI:2387367	-0.138315383	-5.464849342	0.00000048561023	0.0000433017
chr9	122,903,246	122,909,980	6,735	+	5,650	ENSMUSG00000111063.1	transcribed_unprocessed_pseudogene	382118	Zfp660	1.034773955	MGI:MGI:3040678	-0.245112238	-5.462345238	0.00000049065906	0.0000435574
chr7	113,207,465	113,314,126	106,662	+	7,523	ENSMUSG00000055116.8	protein_coding	11865	Arntl	3.653281567	MGI:MGI:1096381	0.168623122	5.459990624	0.00000049545348	0.0000435955
chrX	48,256,862	48,282,453	25,592	+	4,130	ENSMUSG00000063785.12	protein_coding	72554	Utp14a	6.077639748	MGI:MGI:1919804	-0.169618743	-5.460082155	0.00000049526625	0.0000435955
chr9	87,189,577	87,255,536	65,960	-	11,607	ENSMUSG00000056919.9	protein_coding	382090	Cep162	1.096896626	MGI:MGI:1925343	-0.209895278	-5.450499113	0.00000051525067	0.0000451387
chr4	106,442,329	106,464,329	22,001	-	3,521	ENSMUSG00000044254.6	protein_coding	100102	Pcsk9	1.238307918	MGI:MGI:2140260	0.306405911	5.446726193	0.00000052333405	0.0000456466
chr5	112,343,083	112,378,414	35,332	+	3,948	ENSMUSG00000042328.13	protein_coding	192232	Hps4	4.033839225	MGI:MGI:2177742	-0.192499405	-5.441903734	0.00000053384750	0.0000459645
chr10	63,014,664	63,023,894	9,231	-	3,151	ENSMUSG00000020069.16	protein_coding	432467	Hnrnph3	15.218857024	MGI:MGI:1926462	-0.213791242	-5.441730846	0.00000053422824	0.0000459645
chr17	15,396,202	15,433,438	37,237	+	8,345	ENSMUSG00000014763.8	protein_coding	67544	Fam120b	7.300050445	MGI:MGI:1914794	-0.150151210	-5.440844826	0.00000053618364	0.0000459645
chrX	35,888,832	36,076,562	187,731	+	9,240	ENSMUSG00000031093.14	protein_coding	75974	Dock11	4.268162974	MGI:MGI:1923224	-0.181737584	-5.442040074	0.00000053354744	0.0000459645
chr10	39,169,300	39,173,252	3,953	-	3,953	ENSMUSG00000111055.1	lincRNA	319566	D030034A15Rik	0.508665709	MGI:MGI:2442288	-0.324898561	-5.435705521	0.00000054766515	0.0000467481
chr3	95,219,135	95,232,171	13,037	-	2,385	ENSMUSG00000053192.9	protein_coding	56772	Mllt11	207.956948748	MGI:MGI:1929671	0.087812682	5.432836395	0.00000055417956	0.0000468520
chr7	105,634,203	105,640,416	6,214	-	4,902	ENSMUSG00000030881.15	protein_coding	76932	Arfip2	18.657358096	MGI:MGI:1924182	0.111398556	5.432075838	0.00000055591914	0.0000468520
chr18	64,452,914	64,490,251	37,338	-	13,838	ENSMUSG00000024588.9	protein_coding	14151	Fech	63.249532455	MGI:MGI:95513	0.114297349	5.433473823	0.00000055272573	0.0000468520
chr17	23,668,614	23,673,871	5,258	-	2,026	ENSMUSG00000041319.14	protein_coding	386612	Thoc6	4.869379216	MGI:MGI:2677480	-0.220577978	-5.426734922	0.00000056828697	0.0000476931
chr4	132,348,014	132,353,663	5,650	-	986	ENSMUSG00000085241.7	processed_transcript	399101	Snhg3	3.083341971	MGI:MGI:2684817	0.260256029	5.422971974	0.00000057716249	0.0000482353
chr3	89,864,059	89,913,196	49,138	-	8,642	ENSMUSG00000027947.11	protein_coding	16194	Il6ra	0.707467629	MGI:MGI:105304	0.310291322	5.415121462	0.00000059611941	0.0000494062
chr4	115,915,119	115,939,926	24,808	-	5,856	ENSMUSG00000028707.15	protein_coding	140477	Dmbx1	0.073935987	MGI:MGI:2153518	0.715859979	5.416073311	0.00000059378879	0.0000494062
chr7	141,874,813	141,918,507	43,695	-	5,059	ENSMUSG00000025139.14	protein_coding	54473	Tollip	27.743987949	MGI:MGI:1891808	0.118625852	5.409792815	0.00000060933344	0.0000502927
chr12	84,601,464	84,617,370	15,907	-	8,006	ENSMUSG00000021240.6	protein_coding	19300	Abcd4	0.907493426	MGI:MGI:1349217	-0.210652792	-5.408066225	0.00000061367639	0.0000504427
chr18	71,253,634	72,351,069	1,097,436	-	13,171	ENSMUSG00000060534.16	protein_coding	13176	Dcc	6.066481066	MGI:MGI:94869	-0.240074963	-5.404660642	0.00000062233180	0.0000509445
chr2	122,053,520	122,118,386	64,867	-	8,042	ENSMUSG00000033396.13	protein_coding	214585	Spg11	3.204920545	MGI:MGI:2444989	-0.168912865	-5.399020627	0.00000063693026	0.0000518409
chr15	100,600,204	100,602,766	2,563	+	2,563	ENSMUSG00000116180.1	bidirectional_promoter_lncRNA	NA	Gm49492	1.657149726	NA	0.226774732	5.398432121	0.00000063847276	0.0000518409
chr13	56,073,619	56,136,361	62,743	-	6,809	ENSMUSG00000015937.15	protein_coding	26914	Macroh2a1	13.245576644	MGI:MGI:1349392	-0.145249381	-5.396973655	0.00000064231126	0.0000519414
chr6	8,630,527	8,778,439	147,913	-	3,243	ENSMUSG00000062995.12	protein_coding	15893	Ica1	14.083538045	MGI:MGI:96391	0.121103472	5.393857202	0.00000065058942	0.0000523799
chr10	42,583,822	42,700,492	116,671	+	7,211	ENSMUSG00000038280.12	protein_coding	14628	Ostm1	6.762816944	MGI:MGI:2655574	0.120573388	5.392964773	0.00000065297918	0.0000523799
chr11	103,966,739	103,985,337	18,599	+	2,998	ENSMUSG00000062421.13	protein_coding	11841	Arf2	47.084796106	MGI:MGI:99595	0.108811750	5.391549931	0.00000065678552	0.0000524745
chr6	29,123,576	29,165,006	41,431	-	5,663	ENSMUSG00000029701.15	protein_coding	68272	Rbm28	6.054635177	MGI:MGI:2655711	-0.236782699	-5.389038828	0.00000066359480	0.0000525270
chr7	127,027,729	127,042,471	14,743	-	4,903	ENSMUSG00000030677.8	protein_coding	110033	Kif22	2.034519396	MGI:MGI:109233	-0.219800976	-5.388402216	0.00000066533206	0.0000525270
chr14	55,060,262	55,092,324	32,063	-	18,166	ENSMUSG00000040721.9	protein_coding	239102	Zfhx2	1.683477466	MGI:MGI:2686934	-0.271662537	-5.389929779	0.00000066117095	0.0000525270
chr15	83,153,494	83,172,592	19,099	-	4,298	ENSMUSG00000018042.18	protein_coding	109754	Cyb5r3	19.640885232	MGI:MGI:94893	0.164259023	5.386129646	0.00000067157017	0.0000528108
