chr	start	end	width	strand	Length	gencodeID	gene_type	EntrezID	Symbol	meanExprs	MGI_Symbol	logFC	t	P.Value	adj.P.Val
chr3	57,636,883	57,640,837	3,955	-	3,955	ENSMUSG00000104965.1	TEC	NA	Gm43437	0.812826152	NA	-0.242052456	-3.671107068	0.000801538	0.028018041
chrX	140,456,613	140,476,140	19,528	+	1,993	ENSMUSG00000031432.3	protein_coding	19139	Prps1	30.449656808	MGI:MGI:97775	0.089542417	3.670743548	0.000802359	0.028018041
chr2	5,870,987	5,895,334	24,348	-	4,572	ENSMUSG00000025816.15	protein_coding	57743	Sec61a2	11.091448635	MGI:MGI:1931071	0.101039552	3.667194756	0.000810413	0.028054066
chr2	96,318,169	97,631,666	1,313,498	+	4,626	ENSMUSG00000050587.14	protein_coding	241568	Lrrc4c	20.925264980	MGI:MGI:2442636	0.142169819	3.668194419	0.000808137	0.028054066
chr3	96,557,957	96,561,858	3,902	+	3,123	ENSMUSG00000038393.14	protein_coding	56338	Txnip	20.283006640	MGI:MGI:1889549	0.643896124	3.668337759	0.000807811	0.028054066
chr4	12,140,264	12,144,688	4,425	+	3,122	ENSMUSG00000046667.14	protein_coding	72397	Rbm12b1	1.622637716	MGI:MGI:1919647	0.321338750	3.667607058	0.000809474	0.028054066
chr5	137,295,704	137,307,674	11,971	-	5,244	ENSMUSG00000037364.12	protein_coding	83701	Srrt	18.843596330	MGI:MGI:1933527	0.174752335	3.669041278	0.000806213	0.028054066
chr5	36,490,604	36,593,251	102,648	-	9,802	ENSMUSG00000029192.17	protein_coding	100855	Tbc1d14	20.295453353	MGI:MGI:1098708	0.136196010	3.665714839	0.000813795	0.028074593
chr7	127,022,130	127,027,024	4,895	-	2,976	ENSMUSG00000030678.7	protein_coding	17188	Maz	88.458918976	MGI:MGI:1338823	0.112112611	3.665705145	0.000813817	0.028074593
chrX	56,454,857	56,507,840	52,984	+	7,173	ENSMUSG00000035967.15	protein_coding	236790	Ints6l	4.231018641	MGI:MGI:2442593	0.230367850	3.664651465	0.000816234	0.028109398
chr7	73,539,801	73,558,395	18,595	-	8,022	ENSMUSG00000101970.8	processed_transcript	69170	Chaserr	2.514358214	MGI:MGI:1916420	0.282508646	3.661887250	0.000822605	0.028250952
chr11	83,525,778	83,530,518	4,741	-	960	ENSMUSG00000035042.2	protein_coding	20304	Ccl5	0.974479169	MGI:MGI:98262	-1.939041172	-3.661642084	0.000823173	0.028250952
chr12	85,274,286	85,296,946	22,661	+	4,632	ENSMUSG00000045064.5	protein_coding	72350	Zc2hc1c	0.291532448	MGI:MGI:1919600	-0.396458465	-3.660769371	0.000825196	0.028271803
chr9	78,478,449	78,489,151	10,703	-	2,493	ENSMUSG00000037742.14	protein_coding	13627	Eef1a1	1,928.232838541	MGI:MGI:1096881	0.080857351	3.658845512	0.000829672	0.028376502
chr15	7,873,055	8,099,191	226,137	-	3,738	ENSMUSG00000039828.7	protein_coding	545085	Wdr70	8.112205255	MGI:MGI:1921020	0.126281712	3.657393987	0.000833065	0.028443847
chr12	86,880,701	86,884,798	4,098	-	4,098	ENSMUSG00000034168.7	protein_coding	238330	Irf2bpl	29.935163291	MGI:MGI:2442463	0.137169037	3.656123019	0.000836048	0.028496951
chr16	22,059,009	22,163,299	104,291	-	7,402	ENSMUSG00000033581.17	protein_coding	319765	Igf2bp2	1.707515611	MGI:MGI:1890358	0.201198522	3.653164665	0.000843029	0.028685952
chr10	75,517,551	75,537,381	19,831	+	3,442	ENSMUSG00000020180.10	protein_coding	67332	Snrpd3	33.509839641	MGI:MGI:1914582	0.098713879	3.652261164	0.000845172	0.028709973
chr1	82,724,890	82,752,390	27,501	+	9,757	ENSMUSG00000026150.14	protein_coding	75734	Mff	26.404305768	MGI:MGI:1922984	0.083985472	3.649330270	0.000852161	0.028732794
chr4	109,000,655	109,061,777	61,123	+	7,140	ENSMUSG00000053510.12	protein_coding	230598	Nrd1	20.747320825	MGI:MGI:1201386	0.079682120	3.649196691	0.000852481	0.028732794
chr11	83,002,158	83,020,722	18,565	-	4,091	ENSMUSG00000035208.16	protein_coding	276950	Slfn8	0.823783243	MGI:MGI:2672859	-1.122063979	-3.649282228	0.000852276	0.028732794
chr16	58,670,292	58,717,636	47,345	+	6,661	ENSMUSG00000022742.6	protein_coding	12892	Cpox	2.407772770	MGI:MGI:104841	-0.211424582	-3.650892680	0.000848428	0.028732794
chr17	65,651,729	65,772,752	121,024	-	3,813	ENSMUSG00000056515.9	protein_coding	106572	Rab31	24.651526898	MGI:MGI:1914603	0.131986482	3.648964842	0.000853036	0.028732794
chr3	32,454,587	32,455,757	1,171	+	1,171	ENSMUSG00000103039.1	TEC	NA	Gm37123	0.660501694	NA	0.510008816	3.648202600	0.000854865	0.028745911
chr7	114,264,606	114,276,118	11,513	-	2,952	ENSMUSG00000030751.18	protein_coding	26440	Psma1	35.617402257	MGI:MGI:1347005	0.114107803	3.644859267	0.000862930	0.028871307
chr9	72,979,722	72,985,376	5,655	-	2,404	ENSMUSG00000086158.2	protein_coding	546143	Ccpg1os	1.570611953	MGI:MGI:3648770	-0.246479132	-3.644912864	0.000862800	0.028871307
chr16	4,886,249	4,938,295	52,047	+	5,087	ENSMUSG00000022517.17	protein_coding	17237	Mgrn1	32.778802513	MGI:MGI:2447670	0.091626423	3.645414596	0.000861586	0.028871307
chr9	61,032,212	61,059,116	26,905	+	3,468	ENSMUSG00000111147.1	lincRNA	102636699	Gm33699	0.094114774	MGI:MGI:5592858	-0.747261503	-3.643135891	0.000867116	0.028918112
chr14	50,870,324	50,880,603	10,280	+	4,095	ENSMUSG00000097431.2	antisense	102640338	Gm26782	2.072486666	MGI:MGI:5477276	-0.284498476	-3.643091382	0.000867225	0.028918112
chr12	106,010,228	106,075,220	64,993	+	5,122	ENSMUSG00000021115.15	protein_coding	22367	Vrk1	6.340644102	MGI:MGI:1261847	0.126909796	3.638800288	0.000877735	0.029219793
chr3	87,906,321	87,916,132	9,812	+	2,873	ENSMUSG00000004897.16	protein_coding	15191	Hdgf	61.776235739	MGI:MGI:1194494	0.106286869	3.635474468	0.000885965	0.029395797
chrX	162,857,057	162,888,447	31,391	-	2,351	ENSMUSG00000031357.3	protein_coding	67043	Syap1	14.639041180	MGI:MGI:1914293	0.144758380	3.635758843	0.000885259	0.029395797
chr2	73,610,660	73,775,346	164,687	-	6,365	ENSMUSG00000056486.18	protein_coding	108699	Chn1	51.664095738	MGI:MGI:1915674	0.128612562	3.633533151	0.000890804	0.029423052
chr4	49,521,176	49,531,517	10,342	+	3,006	ENSMUSG00000039634.12	protein_coding	230162	Zfp189	3.179334012	MGI:MGI:2444707	-0.218694944	-3.633854888	0.000890000	0.029423052
chr11	120,805,846	120,824,547	18,702	-	10,947	ENSMUSG00000025153.9	protein_coding	14104	Fasn	52.953729057	MGI:MGI:95485	0.164794378	3.633372304	0.000891206	0.029423052
chr6	113,714,971	113,716,121	1,151	+	1,151	ENSMUSG00000097994.1	antisense	NA	Gm26982	4.014547523	NA	0.217029734	3.632503335	0.000893381	0.029446190
chr1	133,619,862	133,661,378	41,517	-	6,031	ENSMUSG00000102976.6	protein_coding	70579	Zc3h11a	0.804136871	MGI:MGI:1917829	0.300870464	3.630008519	0.000899654	0.029555413
chr5	33,739,673	33,782,817	43,145	-	9,650	ENSMUSG00000005299.6	protein_coding	56384	Letm1	9.705025511	MGI:MGI:1932557	0.103556244	3.630385808	0.000898703	0.029555413
chr2	152,780,668	152,831,728	51,061	-	4,586	ENSMUSG00000007659.18	protein_coding	12048	Bcl2l1	29.821418755	MGI:MGI:88139	0.112817957	3.625683095	0.000910631	0.029866912
chr12	80,754,043	80,760,687	6,645	-	5,775	ENSMUSG00000062961.7	protein_coding	380768	Ccdc177	4.305630756	MGI:MGI:2686414	-0.158705059	-3.622362198	0.000919147	0.030047529
chr17	34,187,553	34,197,225	9,673	+	5,476	ENSMUSG00000037321.17	protein_coding	21354	Tap1	1.295219493	MGI:MGI:98483	-0.304369821	-3.622472067	0.000918864	0.030047529
chr6	122,819,914	122,845,366	25,453	+	5,346	ENSMUSG00000003154.15	protein_coding	60611	Foxj2	7.686580015	MGI:MGI:1926805	0.138530359	3.620548866	0.000923829	0.030151247
chr13	58,391,142	58,403,343	12,202	-	6,466	ENSMUSG00000021546.18	protein_coding	15387	Hnrnpk	92.739481502	MGI:MGI:99894	0.107842307	3.619171168	0.000927402	0.030218477
chr1	75,307,896	75,317,990	10,095	-	4,289	ENSMUSG00000026209.15	protein_coding	13437	Dnpep	12.440080893	MGI:MGI:1278328	0.080385511	3.615175201	0.000937840	0.030508833
chr13	99,184,823	99,250,656	65,834	+	6,382	ENSMUSG00000050919.9	protein_coding	238803	Zfp366	0.905175515	MGI:MGI:2178429	-0.331098108	-3.614519032	0.000939565	0.030515246
chr15	43,250,058	43,282,719	32,662	-	6,719	ENSMUSG00000022336.3	protein_coding	16341	Eif3e	23.246159695	MGI:MGI:99257	0.100316129	3.613778381	0.000941516	0.030528958
chr7	126,649,309	126,672,925	23,617	+	1,802	ENSMUSG00000030714.14	protein_coding	75565	Sgf29	8.122819306	MGI:MGI:1922815	0.182501509	3.612291586	0.000945443	0.030549456
chr10	71,254,980	71,285,262	30,283	-	4,371	ENSMUSG00000019927.6	protein_coding	216080	Ube2d1	22.025454226	MGI:MGI:2384911	0.125025520	3.611803433	0.000946736	0.030549456
chr10	103,046,031	103,236,322	190,292	-	6,449	ENSMUSG00000019892.13	protein_coding	74978	Lrriq1	0.262014388	MGI:MGI:1922228	-0.419753437	-3.612503216	0.000944883	0.030549456
chr5	23,382,308	23,433,324	51,017	-	5,142	ENSMUSG00000073147.3	lincRNA	269630	5031425E22Rik	2.633412205	MGI:MGI:1923227	0.176568565	3.611080791	0.000948654	0.030561948
chr4	12,153,409	12,172,015	18,607	-	4,683	ENSMUSG00000028218.19	protein_coding	68099	Cibar1	10.182519439	MGI:MGI:1915349	0.102417980	3.608163354	0.000956432	0.030664158
chr11	117,986,292	118,024,011	37,720	+	5,333	ENSMUSG00000017715.11	protein_coding	74451	Pgs1	9.838162113	MGI:MGI:1921701	0.128555758	3.608963539	0.000954292	0.030664158
chr17	34,644,764	34,646,324	1,561	+	1,336	ENSMUSG00000033739.8	protein_coding	56299	Fkbpl	3.843330905	MGI:MGI:1932127	-0.213319006	-3.608301349	0.000956063	0.030664158
chr11	121,237,253	121,255,856	18,604	+	4,806	ENSMUSG00000000056.7	protein_coding	67608	Narf	14.824984852	MGI:MGI:1914858	0.186405236	3.607167236	0.000959102	0.030700478
chr7	27,342,133	27,356,019	13,887	-	4,230	ENSMUSG00000089832.8	protein_coding	192192	Shkbp1	3.505483871	MGI:MGI:2385803	0.223096230	3.605397442	0.000963863	0.030803521
chr15	100,387,898	100,425,072	37,175	-	6,354	ENSMUSG00000023030.16	protein_coding	18174	Slc11a2	6.055097091	MGI:MGI:1345279	0.137555701	3.603033147	0.000970259	0.030958403
chr1	169,655,501	169,695,813	40,313	+	4,546	ENSMUSG00000026678.10	protein_coding	19737	Rgs5	16.442794034	MGI:MGI:1098434	-0.174225173	-3.601349709	0.000974839	0.030976959
chr4	98,923,810	98,935,543	11,734	+	3,733	ENSMUSG00000028560.11	protein_coding	230484	Usp1	10.925633887	MGI:MGI:2385198	0.129023191	3.601465558	0.000974523	0.030976959
chr4	126,232,167	126,256,277	24,111	-	3,652	ENSMUSG00000028849.17	protein_coding	245877	Map7d1	51.636517411	MGI:MGI:2384297	0.126734905	3.600791662	0.000976361	0.030976959
chr11	106,780,355	106,789,185	8,831	-	5,775	ENSMUSG00000020719.14	protein_coding	13207	Ddx5	163.668053906	MGI:MGI:105037	0.114299704	3.600541561	0.000977044	0.030976959
chr9	51,081,115	51,102,078	20,964	-	973	ENSMUSG00000032057.9	protein_coding	235345	Hoatz	0.406904618	MGI:MGI:1921013	-0.832205639	-3.599726763	0.000979273	0.030998417
chr13	83,721,381	83,884,194	162,814	+	5,664	ENSMUSG00000050334.12	lincRNA	320203	C130071C03Rik	32.758865783	MGI:MGI:2443574	0.196829129	3.598314306	0.000983148	0.031034211
chr17	80,029,487	80,062,227	32,741	-	11,677	ENSMUSG00000024095.15	protein_coding	72692	Hnrnpll	6.500749915	MGI:MGI:1919942	0.114728142	3.598182269	0.000983511	0.031034211
chr19	10,870,660	10,882,001	11,342	-	3,798	ENSMUSG00000034659.14	protein_coding	68539	Tmem109	6.346381526	MGI:MGI:1915789	-0.113988036	-3.596873200	0.000987117	0.031098868
chr17	31,255,019	31,277,383	22,365	-	1,372	ENSMUSG00000024033.10	protein_coding	22092	Rsph1	2.162602231	MGI:MGI:1194909	-0.372398411	-3.595175242	0.000991814	0.031197617
chr2	115,581,716	115,778,768	197,053	+	4,349	ENSMUSG00000040282.13	protein_coding	399568	Cdin1	2.983132341	MGI:MGI:3026886	0.191861458	3.593676008	0.000995978	0.031279357
chr2	61,711,694	61,800,376	88,683	+	2,820	ENSMUSG00000026914.15	protein_coding	59029	Psmd14	36.054280901	MGI:MGI:1913284	0.088139691	3.593061543	0.000997690	0.031283927
chr2	92,093,117	92,364,666	271,550	+	8,561	ENSMUSG00000058318.15	protein_coding	192285	Phf21a	8.009494505	MGI:MGI:2384756	0.109648610	3.588123657	0.001011549	0.031471473
chr5	91,962,389	91,969,666	7,278	+	4,119	ENSMUSG00000102644.5	transcribed_unitary_pseudogene	381650	Thap6	0.752420179	MGI:MGI:1922436	-0.248635519	-3.589656111	0.001007228	0.031471473
chr7	28,169,710	28,179,269	9,560	+	4,209	ENSMUSG00000046865.7	protein_coding	14113	Fbl	14.558896957	MGI:MGI:95486	0.118867644	3.588864729	0.001009458	0.031471473
chr10	29,211,606	29,230,779	19,174	+	5,767	ENSMUSG00000004360.9	protein_coding	212448	9330159F19Rik	22.629411226	MGI:MGI:3036239	0.176611267	3.588452299	0.001010621	0.031471473
chr13	66,996,819	67,032,408	35,590	-	2,402	ENSMUSG00000114362.1	antisense	71226	4933433G19Rik	0.081539341	MGI:MGI:1918476	-1.309376926	-3.589032534	0.001008984	0.031471473
chr1	39,900,913	40,026,310	125,398	+	9,579	ENSMUSG00000026074.15	protein_coding	26921	Map4k4	36.625633634	MGI:MGI:1349394	0.118674128	3.583325105	0.001025195	0.031663190
chr1	186,087,731	186,117,288	29,558	-	1,578	ENSMUSG00000039246.8	protein_coding	226791	Lyplal1	2.467286115	MGI:MGI:2385115	-0.203665904	-3.583170667	0.001025638	0.031663190
chr4	155,491,361	155,559,269	67,909	+	4,268	ENSMUSG00000029064.15	protein_coding	14688	Gnb1	207.115696753	MGI:MGI:95781	0.078710114	3.585077563	0.001020191	0.031663190
chr5	33,247,723	33,274,994	27,272	-	4,476	ENSMUSG00000037373.12	protein_coding	13016	Ctbp1	52.166800758	MGI:MGI:1201685	0.076917585	3.584314187	0.001022368	0.031663190
chr10	33,996,555	34,019,624	23,070	-	1,601	ENSMUSG00000019782.10	protein_coding	66521	Rwdd1	24.741177436	MGI:MGI:1913771	0.104625529	3.584191079	0.001022720	0.031663190
chr11	52,098,681	52,127,778	29,098	+	7,490	ENSMUSG00000020349.4	protein_coding	19052	Ppp2ca	65.329359915	MGI:MGI:1321159	0.083296696	3.582275307	0.001028204	0.031689990
chr11	53,864,542	53,891,660	27,119	-	3,071	ENSMUSG00000018900.7	protein_coding	20520	Slc22a5	3.822956411	MGI:MGI:1329012	0.145589024	3.581762004	0.001029679	0.031689990
chr4	46,536,937	46,602,202	65,266	-	6,459	ENSMUSG00000028337.14	protein_coding	107684	Coro2a	4.398410643	MGI:MGI:1345966	-0.194899506	-3.578485692	0.001039138	0.031752590
chr8	22,628,126	22,653,418	25,293	-	3,940	ENSMUSG00000031536.6	protein_coding	18970	Polb	10.352594644	MGI:MGI:97740	0.117504296	3.579684402	0.001035667	0.031752590
chr9	100,492,293	100,546,122	53,830	-	4,792	ENSMUSG00000032475.15	protein_coding	17973	Nck1	3.408608554	MGI:MGI:109601	-0.162532729	-3.578305129	0.001039661	0.031752590
chr14	121,878,620	122,021,034	142,415	+	2,420	ENSMUSG00000041765.6	protein_coding	68889	Ubac2	11.873299386	MGI:MGI:1916139	0.107495218	3.578505811	0.001039079	0.031752590
chrX	6,047,453	6,055,110	7,658	+	3,036	ENSMUSG00000073295.4	protein_coding	58242	Nudt11	13.651367312	MGI:MGI:1930957	0.153327268	3.579787645	0.001035369	0.031752590
chr18	67,488,209	67,610,790	122,582	-	7,766	ENSMUSG00000024533.17	protein_coding	68166	Spire1	24.880593223	MGI:MGI:1915416	0.098139521	3.576952685	0.001043592	0.031823983
chr4	122,995,652	123,002,485	6,834	+	4,038	ENSMUSG00000028654.13	protein_coding	16918	Mycl	28.284633296	MGI:MGI:96799	0.186258388	3.574084254	0.001051977	0.032030764
chr15	95,075,230	95,528,559	453,330	-	4,670	ENSMUSG00000022454.17	protein_coding	54003	Nell2	95.320548985	MGI:MGI:1858510	0.104129473	3.573055998	0.001054998	0.032073868
chr3	58,519,817	58,525,892	6,076	-	4,611	ENSMUSG00000027808.8	protein_coding	28146	Serp1	16.941826369	MGI:MGI:92638	0.104008799	3.572129138	0.001057729	0.032108014
chr13	67,339,306	67,360,605	21,300	-	4,677	ENSMUSG00000098905.2	protein_coding	629016	Zfp953	0.399341590	MGI:MGI:3612873	-0.451953418	-3.569957484	0.001064153	0.032205152
chr19	8,741,413	8,755,586	14,174	+	5,808	ENSMUSG00000010110.17	protein_coding	56389	Stx5a	9.036210106	MGI:MGI:1928483	0.089527112	3.570462623	0.001062656	0.032205152
chr4	123,016,597	123,054,949	38,353	+	2,087	ENSMUSG00000028653.16	protein_coding	66966	Trit1	8.937802994	MGI:MGI:1914216	0.115201007	3.569284769	0.001066151	0.032216800
chr4	44,991,242	45,012,394	21,153	-	5,606	ENSMUSG00000049657.9	protein_coding	230119	Zbtb5	8.583078458	MGI:MGI:1924601	0.106142911	3.568018589	0.001069921	0.032281886
chr1	36,264,597	36,274,679	10,083	-	3,217	ENSMUSG00000047180.8	protein_coding	214854	Neurl3	1.694985252	MGI:MGI:2429944	-0.438806856	-3.565900941	0.001076255	0.032424022
chr2	26,910,764	26,913,318	2,555	+	1,781	ENSMUSG00000062647.16	protein_coding	27176	Rpl7a	199.708171194	MGI:MGI:1353472	0.105044599	3.559933448	0.001094300	0.032773722
chr11	4,637,747	4,683,385	45,639	+	4,964	ENSMUSG00000020412.16	protein_coding	75452	Ascc2	5.804362197	MGI:MGI:1922702	0.124445980	3.559797137	0.001094716	0.032773722
chr11	103,966,739	103,985,337	18,599	+	2,998	ENSMUSG00000062421.13	protein_coding	11841	Arf2	47.084796106	MGI:MGI:99595	0.094840028	3.560401483	0.001092874	0.032773722
chr15	100,304,140	100,328,662	24,523	+	2,595	ENSMUSG00000054619.7	protein_coding	70152	Mettl7a1	4.405922945	MGI:MGI:1916523	-0.329187367	-3.559354154	0.001096067	0.032773722
chr18	77,757,567	77,773,886	16,320	-	7,167	ENSMUSG00000041840.8	protein_coding	225745	Haus1	1.282412673	MGI:MGI:2385076	-0.171682110	-3.559485955	0.001095665	0.032773722
chr2	154,791,096	154,867,245	76,150	+	3,292	ENSMUSG00000027593.15	protein_coding	19383	Raly	38.815703970	MGI:MGI:97850	0.112791648	3.556466399	0.001104917	0.032904309
chr13	116,854,820	117,025,522	170,703	-	8,882	ENSMUSG00000021725.9	protein_coding	52552	Parp8	3.432024820	MGI:MGI:1098713	0.134063135	3.556317191	0.001105377	0.032904309
chr19	17,394,043	17,401,349	7,307	+	2,603	ENSMUSG00000024712.9	protein_coding	54391	Rfk	40.959435888	MGI:MGI:1914688	0.086467047	3.557274080	0.001102435	0.032904309
chr3	14,766,216	14,808,365	42,150	-	1,248	ENSMUSG00000027556.15	protein_coding	12346	Car1	0.783503570	MGI:MGI:88268	-1.350783470	-3.555599362	0.001107588	0.032921078
chr2	75,978,247	75,981,967	3,721	-	3,721	ENSMUSG00000075271.4	protein_coding	78802	Ttc30a1	1.673686825	MGI:MGI:1926052	-0.209037877	-3.553481744	0.001114137	0.033011613
chr8	92,827,291	92,853,419	26,129	+	3,371	ENSMUSG00000031740.8	protein_coding	17390	Mmp2	2.142266819	MGI:MGI:97009	-0.258171710	-3.554003478	0.001112520	0.033011613
chr17	35,379,617	35,384,674	5,058	+	2,596	ENSMUSG00000035929.11	protein_coding	15015	H2-Q4	2.733129198	MGI:MGI:95933	-0.473693964	-3.553012829	0.001115592	0.033011613
chr1	75,507,077	75,510,366	3,290	+	1,475	ENSMUSG00000032968.4	protein_coding	16322	Inha	14.036590929	MGI:MGI:96569	0.170093960	3.551880357	0.001119114	0.033018002
chr10	105,187,663	105,574,435	386,773	-	7,779	ENSMUSG00000036019.8	protein_coding	278279	Tmtc2	2.177817161	MGI:MGI:1914057	0.219599422	3.551976030	0.001118816	0.033018002
chr7	139,086,001	139,102,704	16,704	+	5,983	ENSMUSG00000025478.15	protein_coding	26757	Dpysl4	17.550821378	MGI:MGI:1349764	0.126182537	3.549891987	0.001125324	0.033152245
chr1	33,453,810	33,669,795	215,986	-	5,938	ENSMUSG00000026134.11	protein_coding	19076	Prim2	3.380217652	MGI:MGI:97758	0.128083011	3.545619798	0.001138779	0.033407789
chr3	118,430,324	118,530,022	99,699	+	5,308	ENSMUSG00000097311.7	processed_transcript	102634933	Gm26871	0.447352741	MGI:MGI:5477365	0.390234133	3.545255154	0.001139934	0.033407789
chr14	8,800,000	8,800,335	336	-	336	ENSMUSG00000045799.6	processed_pseudogene	100041948	Gm9800	87.429490608	MGI:MGI:3710580	0.141560358	3.544733452	0.001141590	0.033407789
chr16	32,099,800	32,108,069	8,270	+	1,751	ENSMUSG00000035790.15	protein_coding	66994	Cep19	21.084363603	MGI:MGI:1914244	0.108315352	3.544796411	0.001141390	0.033407789
chr17	24,595,816	24,632,627	36,812	-	9,620	ENSMUSG00000002496.10	protein_coding	22084	Tsc2	11.848183355	MGI:MGI:102548	0.114311248	3.544490591	0.001142361	0.033407789
chr11	26,471,322	26,593,999	122,678	-	6,591	ENSMUSG00000064090.14	protein_coding	69922	Vrk2	1.516177714	MGI:MGI:1917172	-0.338924174	-3.543160663	0.001146594	0.033433674
chr12	54,858,809	54,862,798	3,990	-	3,266	ENSMUSG00000062929.8	protein_coding	12632	Cfl2	41.669507051	MGI:MGI:101763	0.106300648	3.543572572	0.001145281	0.033433674
chr2	104,999,656	105,017,080	17,425	-	2,590	ENSMUSG00000027170.12	protein_coding	98221	Eif3m	31.912019910	MGI:MGI:1351744	0.087364460	3.542016245	0.001150248	0.033490402
chr4	117,869,260	117,883,155	13,896	-	5,031	ENSMUSG00000028541.14	protein_coding	53418	B4galt2	28.063252220	MGI:MGI:1858493	0.109845646	3.541502452	0.001151893	0.033490402
chr7	5,062,143	5,079,932	17,790	+	4,113	ENSMUSG00000030435.16	protein_coding	22185	U2af2	41.505407090	MGI:MGI:98886	0.094955754	3.540230508	0.001155973	0.033548076
chr11	102,304,560	102,319,742	15,183	-	6,552	ENSMUSG00000020923.17	protein_coding	21429	Ubtf	23.982570809	MGI:MGI:98512	0.148693766	3.539837897	0.001157236	0.033548076
chr10	80,798,198	80,804,924	6,727	+	2,658	ENSMUSG00000020211.15	protein_coding	20222	Sf3a2	18.107977437	MGI:MGI:104912	0.131351103	3.538649141	0.001161066	0.033610334
chr13	54,621,784	54,664,063	42,280	+	8,135	ENSMUSG00000025873.16	protein_coding	76577	Faf2	6.399796332	MGI:MGI:1923827	-0.092436844	-3.536957280	0.001166538	0.033719878
chr2	146,221,921	146,225,020	3,100	+	3,100	ENSMUSG00000068154.5	protein_coding	53626	Insm1	8.644774883	MGI:MGI:1859980	0.233193037	3.535881382	0.001170031	0.033723238
chr8	84,670,479	84,687,902	17,424	-	4,673	ENSMUSG00000001910.5	protein_coding	66830	Nacc1	24.551518017	MGI:MGI:1914080	0.097111123	3.536387478	0.001168387	0.033723238
chr5	65,261,850	65,335,564	73,715	-	6,021	ENSMUSG00000029191.16	protein_coding	19687	Rfc1	6.446794677	MGI:MGI:97891	-0.098618314	-3.534888119	0.001173265	0.033730119
chr19	5,273,932	5,295,455	21,524	-	6,822	ENSMUSG00000024853.10	protein_coding	319322	Sf3b2	38.324797588	MGI:MGI:2441856	0.093993113	3.534770786	0.001173647	0.033730119
chr11	58,199,618	58,222,771	23,154	+	3,690	ENSMUSG00000069874.7	protein_coding	54396	Irgm2	0.651731150	MGI:MGI:1926262	-0.526272704	-3.534180971	0.001175572	0.033736896
chr11	109,932,190	109,995,845	63,656	-	7,423	ENSMUSG00000020620.14	protein_coding	27404	Abca8b	1.059688116	MGI:MGI:1351668	-0.238409544	-3.532753434	0.001180244	0.033822360
chr4	155,943,831	155,957,711	13,881	+	4,409	ENSMUSG00000023286.16	protein_coding	140499	Ube2j2	12.332644159	MGI:MGI:2153608	0.092189474	3.531666729	0.001183812	0.033876007
chr1	174,501,825	174,822,729	320,905	+	7,960	ENSMUSG00000028354.13	protein_coding	54418	Fmn2	7.916560880	MGI:MGI:1859252	0.132457664	3.530004634	0.001189289	0.033944580
chr10	81,393,051	81,395,392	2,342	+	1,058	ENSMUSG00000078439.9	protein_coding	72273	Smim24	0.936148040	MGI:MGI:1919523	-0.429648501	-3.529908402	0.001189607	0.033944580
chr15	95,790,843	95,974,751	183,909	+	12,269	ENSMUSG00000064210.7	protein_coding	105722	Ano6	2.780989744	MGI:MGI:2145890	0.109845247	3.529330757	0.001191517	0.033950573
chr3	80,681,450	80,802,835	121,386	-	15,548	ENSMUSG00000033981.14	protein_coding	14800	Gria2	22.338576495	MGI:MGI:95809	0.185362651	3.527645923	0.001197104	0.034041267
chr19	10,895,231	10,905,532	10,302	+	7,278	ENSMUSG00000024735.13	protein_coding	28000	Prpf19	28.752505932	MGI:MGI:106247	0.081758473	3.527343884	0.001198108	0.034041267
chr11	97,519,612	97,521,895	2,284	-	1,326	ENSMUSG00000087042.1	sense_intronic	NA	Gm11611	0.519716449	NA	0.500117961	3.526409074	0.001201221	0.034081247
chr17	46,682,991	46,705,002	22,012	-	3,402	ENSMUSG00000059409.9	protein_coding	21770	Ppp2r5d	28.090319152	MGI:MGI:2388481	0.107298456	3.524656744	0.001207079	0.034198850
chr14	54,507,187	54,517,525	10,339	-	3,958	ENSMUSG00000023110.12	protein_coding	27374	Prmt5	24.349255561	MGI:MGI:1351645	0.092715270	3.523748237	0.001210126	0.034236629
chr9	106,453,291	106,463,549	10,259	+	4,268	ENSMUSG00000023495.13	protein_coding	59092	Pcbp4	53.922129594	MGI:MGI:1890471	0.115949887	3.522830998	0.001213210	0.034275341
chr13	58,125,879	58,128,556	2,678	-	2,678	ENSMUSG00000007836.6	protein_coding	77134	Hnrnpa0	115.426732597	MGI:MGI:1924384	0.142743588	3.521253380	0.001218533	0.034377091
chr3	138,443,093	138,455,499	12,407	+	5,408	ENSMUSG00000028138.8	protein_coding	11532	Adh5	19.097896256	MGI:MGI:87929	0.103520086	3.519758701	0.001223597	0.034468981
chr16	38,089,001	38,246,084	157,084	+	9,831	ENSMUSG00000022812.14	protein_coding	56637	Gsk3b	26.275408908	MGI:MGI:1861437	0.132212424	3.519274417	0.001225242	0.034468981
chr6	51,470,360	51,483,033	12,674	+	5,992	ENSMUSG00000029836.15	protein_coding	12417	Cbx3	17.230332697	MGI:MGI:108515	0.090522474	3.516548607	0.001234540	0.034681723
chr13	55,445,072	55,460,925	15,854	+	4,202	ENSMUSG00000074886.11	protein_coding	26385	Grk6	23.894680185	MGI:MGI:1347078	0.118049731	3.515250797	0.001238991	0.034757880
chr8	40,990,914	41,133,718	142,805	-	10,078	ENSMUSG00000045636.16	protein_coding	102103	Mtus1	6.416865177	MGI:MGI:2142572	-0.099889913	-3.514119038	0.001242885	0.034818222
